incident_id,created_at_iso,mode,route_id,route_short_name,stops_impacted,summary_en,plain_en,zh,ar,source,source_url,text
a3146829-8432-54a3-87f2-468d9d05e275,2025-08-21T12:36:03+10:00,,ESI_1a;ESI_1b;ESI_1c;ESI_1d;ESI_1e;ESI_1f;ESI_2a;ESI_2b;ESI_2c;ESI_2d;ESI_2e;ESI_2f,,,Buses replace trains between Waterfall and Sutherland,Buses replace trains between Waterfall and Sutherland,公交车在和之间替代火车。,الحافلات تحل محل القطارات بين  و.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"Buses replace trains between Waterfall and Sutherland Saturday 23 August From 4 AM to 11 30 AM, buses replace trains between Waterfall and Sutherland."
f8a516b5-81a5-5520-afc6-e71e5860c4db,2025-08-21T12:36:03+10:00,,APS_1a;APS_1b;APS_1c;APS_1d;APS_1e;APS_1f;APS_1g;APS_1h;APS_2a;APS_2b;APS_2c;APS_2d;APS_2e;APS_2f;APS_2g;APS_2h,,,Trains run to a changed timetable,Trains run to a changed timetable,火车按照新的时间表运行。,تعمل القطارات وفق جدول زمني جديد.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"Trains run to a changed timetable Saturday 23 August From 9 AM to 3 PM, trains may run to a changed timetable due to trackwork between Revesby and Turrella."
df6ec906-ae9f-5852-9ab4-6cd0d0eebd38,2025-08-21T12:36:03+10:00,,2504_600;2504_601;2504_606;2507_546;2507_549;2507_550,,,Parramatta bus diversions for NRL match,Parramatta bus diversions for NRL match,由于比赛，帕拉马塔的公交线路将进行改道。,سيتم تحويل حافلات باراماتا بسبب مباراة .,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"Parramatta bus diversions for NRL match Road closures will be in place on sections of O’Connell St, Ross St and Victoria Rd on Saturday 23 August for an NRL match at CommBank Stadium."
58f83c3a-0afc-5088-831e-86314a3c78e5,2025-08-21T12:36:03+10:00,,2507_N91,,211320;G211327,North Ryde Station temporary bus diversion,North Ryde Station temporary bus diversion,北瑞德车站临时公交改道。,تحويل مؤقت للحافلات في محطة نورث رايد.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"North Ryde Station temporary bus diversion From 11PM Saturday 23 to 7AM Sunday 24 August, route N91 services will divert via Pacific Hwy and Epping Rd in both directions, missing stops at North Ryde Station.
Closed stops:
North Ryde Station, Delhi Rd
Delhi Rd opp North Ryde Station
Alternative stops:
North Ryde, Epping Rd at Rivett Rd
North Ryde, Epping Rd before Pittwater Rd"
a6628e2c-2783-5e6b-bca2-b7e8350eee0b,2025-08-21T12:36:03+10:00,,4T.T.NT31,,,23rd August 2025- 31 Sydney to Brisbane XPT service,23rd August 2025- 31 Sydney to Brisbane XPT service,2025年8月23日至31日，悉尼至布里斯班的服务受到影响。,خدمة  من سيدني إلى بريسبان متوقفة من 23 إلى 31 أغسطس 2025.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,23rd August 2025- 31 Sydney to Brisbane XPT service Due to planned trackwork this XPT service will be replaced by road coaches for the entire journey
224a3352-4f14-5b4c-be55-57b12a6a2f42,2025-08-21T12:36:03+10:00,,2508_166,,,Dee Why bus diversions for Beach2Beach fun run,Dee Why bus diversions for Beach2Beach fun run,迪怀的公交因2趣味跑而改道。,حافلات دي واي تت  بسبب سباق 2 الممتع.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"Dee Why bus diversions for Beach2Beach fun run Sunday 24 August
From 5:30AM until 8:30AM, route 166 services will divert and use different stops while roads are closed for the Beach2Beach fun run. 
Services in both directions will divert away from closures between Dee Why and Curl Curl via Pittwater Road, Harbord Road and Brighton Street.  
Check signs at bus stops for alternative stop locations and allow extra travel time. Visit the Beach2Beach event page at transportnsw.info for more transport details."
0d293839-a522-5652-9665-15d51176c872,2025-08-21T12:36:03+10:00,,2508_167,,,Freshwater bus diversions for Beach2Beach fun run,Freshwater bus diversions for Beach2Beach fun run,由于2趣味跑，的公交线路将进行改道。,سيتم تحويل حافلات في فريش ووتر بسبب سباق 2 الممتع.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"Freshwater bus diversions for Beach2Beach fun run Sunday 24 August
From 5:30AM until 8:30AM, route 167 services will divert and use different stops while roads are closed for the Beach2Beach fun run. 
Services in both directions will divert away from closures between Dee Why and Curl Curl via Pittwater Road, Harbord Road and Brighton Street.  
Check signs at bus stops for alternative stop locations and allow extra travel time. Visit the Beach2Beach event page at transportnsw.info for more transport details."
435e4081-6207-5407-9413-35ec624db9b3,2025-08-21T12:36:03+10:00,,4T.T.SCO,,,Buses replace trains between Bomaderry and Wollongong,Buses replace trains between Bomaderry and Wollongong,巴士替代了博马德里和伍伦贡之间的火车。,الحافلات تحل محل القطارات بين بوماديري وولونغونغ.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"Buses replace trains between Bomaderry and Wollongong Sunday 24 August From 2 30 AM to 9 50 AM, buses replace trains between Bomaderry and Wollongong."
c7c54087-3be4-541e-a4ff-26aea598da7a,2025-08-21T12:36:03+10:00,,4T.T.NP44,,,23rd August - 24th August - 244 - Moree to Sydney Xplorer Service,23rd August - 24th August - 244 - Moree to Sydney Xplorer Service,8月23日至24日，244号服务从莫里到悉尼受到影响。,خدمة 244 من موري إلى سيدني متوقفة من 23 إلى 24 أغسطس.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,23rd August - 24th August - 244 - Moree to Sydney Xplorer Service Due to planned trackwork this service has been replaced by road coaches between Muswellbrook and Sydney. At Muswellbrook customers will board the awaiting road coaches for the remainder of the journey.
6f0e435a-69e7-511a-9c81-e834af0486b2,2025-08-21T12:36:03+10:00,,2508_155,,G210129;G210130;G210131;G210132;G210135;G210140;G210248;G210250;G210252;G210253;G210381;G210382;G210383,Mona Vale bus diversions for Beach2Beach fun run,Mona Vale bus diversions for Beach2Beach fun run,莫纳维尔的公交因2趣味跑而改道。,حافلات مونا فالي تت  بسبب سباق 2 الممتع.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"Mona Vale bus diversions for Beach2Beach fun run Sunday 24 August
From 7:00AM until 11:30AM, route 155 services will divert and miss stops while roads are closed for the Beach2Beach fun run.
Services travelling towards Narrabeen will divert away from Coronation Street via Pittwater Road, Albert Street and Lagoon Street to return to route on Waterloo Street.
Services travelling towards Bayview Garden Village will run as normal."
0f715a1a-b185-56d8-a5d4-db7ab3e343e3,2025-08-21T12:36:03+10:00,,APS_1a;APS_1b;APS_1c;APS_1d;APS_1e;APS_1f;APS_1g;APS_1h;APS_2a;APS_2b;APS_2c;APS_2d;APS_2e;APS_2f;APS_2g;APS_2h,,,Buses replace the all-stations trains between Wolli Creek and Revesby,Buses replace the all-stations trains between Wolli Creek and Revesby,公交车将替代 和之间的所有站点列车。,الحافلات تحل محل القطارات بين وولي كريك وريفسبي.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"Buses replace the all-stations trains between Wolli Creek and Revesby Sunday 24 August From 8 40 AM to 3 PM, buses replace the all-stations trains between Wolli Creek and Revesby."
cb68f8e2-1f4f-5ee6-bebb-ffa174323376,2025-08-21T12:36:03+10:00,,4T.T.NP23,,,23rd August -24th August -223 - Sydney to Armidale Xplorer Service.,23rd August -24th August -223 - Sydney to Armidale Xplorer Service.,悉尼到阿米代尔的223号服务在8月23日至24日之间受到影响。,خدمة 223 من سيدني إلى أرميدال متوقفة من 23 إلى 24 أغسطس.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,23rd August -24th August -223 - Sydney to Armidale Xplorer Service. Due to planned trackwork this service has been replaced by road coaches between Sydney and Muswellbrook. At Muswellbrook customers will board the Xplorer train service for the remainder of the journey.
fdffa558-c2d9-534e-aa09-dd8f9395d021,2025-08-21T12:36:03+10:00,,4T.T.NP24,,,23rd August -24th August - 224 - Armidale to Sydney Xplorer Service.,23rd August -24th August - 224 - Armidale to Sydney Xplorer Service.,阿米代尔到悉尼的服务224在8月23日至24日受到影响。,خدمة  224 من أرميديل إلى سيدني متوقفة من 23 إلى 24 أغسطس.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,23rd August -24th August - 224 - Armidale to Sydney Xplorer Service. Due to planned trackwork this service has been replaced by road coaches between Muswellbrook and Sydney. At Muswellbrook customers will board the awaiting road coaches for the remainder of the journey.
7f5dd257-6300-5453-93fa-ceb73714b13c,2025-08-21T12:36:03+10:00,,4T.T.NP43,,,23rd August - 24th August -243- Sydney to Moree Xplorer Service,23rd August - 24th August -243- Sydney to Moree Xplorer Service,悉尼到莫里（）的服务在8月23日至24日之间暂停。,خدمة  من سيدني إلى موري متوقفة من 23 إلى 24 أغسطس.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,23rd August - 24th August -243- Sydney to Moree Xplorer Service Due to planned trackwork this service has been replaced by road coaches between Sydney and Muswellbrook. At Muswellbrook customers will board the Xplorer train service for the remainder of the journey.
e90290c5-989c-51cb-a8b4-42d1c4b80957,2025-08-21T12:36:03+10:00,,4T.T.NT33,,,23rd August to 24th August 2025- 33 Sydney to Casino XPT service,23rd August to 24th August 2025- 33 Sydney to Casino XPT service,2025年8月23日至24日，33号悉尼至赌场服务将暂停。,خدمة  33 من سيدني إلى كازينو متوقفة من 23 إلى 24 أغسطس 2025.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,23rd August to 24th August 2025- 33 Sydney to Casino XPT service Due to planned trackwork this XPT service will be replaced by road coaches for the entire journey
1e53bbcd-6002-502f-aa56-5f411600d69b,2025-08-21T12:36:03+10:00,,4T.T.NT32,,,23rd August to 24th August 2025- 32 Brisbane to Sydney XPT service,23rd August to 24th August 2025- 32 Brisbane to Sydney XPT service,2025年8月23日至24日，32号布里斯班至悉尼服务将受到影响。,سيتم تعطيل خدمة  رقم 32 من بريسبان إلى سيدني من 23 إلى 24 أغسطس 2025.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,23rd August to 24th August 2025- 32 Brisbane to Sydney XPT service Due to planned trackwork this XPT service will be replaced by road coaches for the entire journey
60478963-d639-50e3-97dd-4df018f9706c,2025-08-21T12:36:03+10:00,,SMNW_M1,,,"Metro services run between Tallawong, Martin Place and Central only. Change services at Martin Place","Metro services run between Tallawong, Martin Place and Central only. Change services at Martin Place",地铁服务仅在塔拉旺、马丁广场和中央之间运行。在马丁广场换乘。,تقتصر خدمات المترو على تالاونغ ومارتن بليس ومركز المدينة. قم بالتغيير في مارتن بليس.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"Metro services run between Tallawong, Martin Place and Central only. Change services at Martin Place Saturday 23 and Sunday 24 August Metro services do not run between Central and Sydenham. Services run between Tallawong and Martin Place, and between Martin Place and Central only."
27a0e2f3-75d9-5819-bf6f-5573c4f643fe,2025-08-21T12:36:03+10:00,,NSN_1a;NSN_2a;NSN_2i;NSN_2k,,,T1 North Shore Line: Buses replace trains between Berowra and Hornsby,T1 North Shore Line: Buses replace trains between Berowra and Hornsby,巴士在北岸线1上替代了贝罗拉和霍恩斯比之间的火车。,الحافلات تحل محل القطارات على خط 1 شمال الشاطئ بين بيرورا وهورنزبي.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,T1 North Shore Line: Buses replace trains between Berowra and Hornsby Saturday 23 and Sunday 24 August Buses replace trains between Berowra and Hornsby.
be9301b7-400b-5656-ab7d-4b5e23932346,2025-08-21T12:36:03+10:00,,WST_1a;WST_1b;WST_2c;WST_2d,,,T1 Western Line: Trains run to a changed timetable and stopping pattern,T1 Western Line: Trains run to a changed timetable and stopping pattern,1西线的火车运行时间表和停靠模式已更改。,قطارات الخط الغربي 1 تعمل وفق جدول زمني ونمط توقف جديد.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,T1 Western Line: Trains run to a changed timetable and stopping pattern Saturday 23 and Sunday 24 August Trains run to a changed timetable and stopping pattern.
65e7aa4e-b749-5d4b-918f-1eac704e638d,2025-08-21T12:36:03+10:00,,IWL_1a;IWL_1b;IWL_1c;IWL_1d;IWL_1e;IWL_1f;IWL_1g;IWL_1h;IWL_1i;IWL_1j;IWL_2a;IWL_2b;IWL_2c;IWL_2d;IWL_2e;IWL_2f;IWL_2g;IWL_2h;IWL_2i;IWL_2j,,,Trains run to a changed timetable and stopping pattern. Buses replace some trains between Cabramatta and Granville,Trains run to a changed timetable and stopping pattern. Buses replace some trains between Cabramatta and Granville,火车运行时间表和停靠模式已更改。巴士在和之间替代部分火车。,تعمل القطارات وفق جدول زمني جديد وبعضها يتم استبداله بالحافلات بين كابراماتا وجرانفيل.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,Trains run to a changed timetable and stopping pattern. Buses replace some trains between Cabramatta and Granville Saturday 23 and Sunday 24 August Inner West trains will not run. T1 Western and T2 Leppington trains make extra stops.
ad3c1333-c7c2-5ec3-bd42-f5549fb624ed,2025-08-21T12:36:03+10:00,,BNK_1a;BNK_1b;BNK_1c;BNK_1d;BNK_1e;BNK_1f;BNK_1g;BNK_1h;BNK_2a;BNK_2b;BNK_2c;BNK_2d;BNK_2e;BNK_2f;BNK_2g;BNK_2h;T3_1a;T3_1b;T3_1c;T3_1d;T3_2a;T3_2b;T3_2c;T3_2d,,,Trains run to a changed timetable and stopping pattern,Trains run to a changed timetable and stopping pattern,火车运行时间表和停靠模式已更改。,تعمل القطارات وفق جدول زمني ونمط توقف مختلف.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,Trains run to a changed timetable and stopping pattern Saturday 23 and Sunday 24 August Inner West trains will not run. T1 Western and T2 Leppington trains make extra stops.
7deb85f3-c61c-5820-8378-65947b322d0a,2025-08-21T12:36:03+10:00,,CMB_1a;CMB_1b;CMB_1c;CMB_1d;CMB_2a;CMB_2b;CMB_2c;CMB_2d,,,Trains run to a changed timetable and stopping pattern. Buses replace some trains between Cabramatta and Granville,Trains run to a changed timetable and stopping pattern. Buses replace some trains between Cabramatta and Granville,火车运行时间表和停靠模式已更改。巴士在和之间替代部分火车。,تعمل القطارات وفق جدول زمني ونمط توقف جديد. تحل الحافلات محل بعض القطارات بين كابراماتا وجرانفيل.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,Trains run to a changed timetable and stopping pattern. Buses replace some trains between Cabramatta and Granville Saturday 23 and Sunday 24 August Some trains run to a changed timetable.
69789b76-1444-558a-a437-f393bdeef45f,2025-08-21T12:36:03+10:00,,NTH_1a;NTH_1b;NTH_2a,,,Buses replace trains between Hornsby and Strathfield,Buses replace trains between Hornsby and Strathfield,公交车在霍恩斯比和斯特拉斯菲尔德之间替代火车。,الحافلات تحل محل القطارات بين هورنسبى وستراتفيلد.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,Buses replace trains between Hornsby and Strathfield Saturday 23 and Sunday 24 August Buses replace trains between Hornsby and Strathfield.
b51f3b61-1cfb-5ed0-9f32-884a3fc4b22a,2025-08-21T12:36:03+10:00,,BMT_1;BMT_2,,,Trains may run to a changed timetable,Trains may run to a changed timetable,火车可能会按照更改后的时间表运行。,قد تعمل القطارات وفق جدول زمني مختلف.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,Trains may run to a changed timetable Saturday 23 and Sunday 24 August Trains may run to a changed timetable due to trackwork between Strathfield and Central.
465e82be-1afd-5dde-b52c-190b5a726b32,2025-08-21T12:36:03+10:00,,CCN_1a;CCN_1b;CCN_1c;CCN_2a;CCN_2b,,,Buses replace trains between Newcastle Interchange and Hornsby,Buses replace trains between Newcastle Interchange and Hornsby,巴士在纽卡斯尔互换站和霍恩斯比之间替代火车。,الحافلات تحل محل القطارات بين محطة نيوكاسل للتبادل وهورنزبي.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,Buses replace trains between Newcastle Interchange and Hornsby Saturday 23 and Sunday 24 August Buses replace trains between Newcastle Interchange and Hornsby.
b4d9371b-362d-5fdc-a6e2-56718b96e4c2,2025-08-21T12:36:03+10:00,,4T.T.HUN,,,"Buses replace trains between Scone, Dungog and Newcastle Interchange","Buses replace trains between Scone, Dungog and Newcastle Interchange",巴士替代斯科恩、邓戈和纽卡斯尔换乘站之间的火车服务。,الحافلات تحل محل القطارات بين سكون ودونغوج ومحطة نيوكاسل.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"Buses replace trains between Scone, Dungog and Newcastle Interchange Saturday 23 and Sunday 24 August Buses replace trains between Scone, Dungog and Newcastle Interchange."
