created_at_iso,route_id,route_short_name,summary_en,plain_en
2025-08-14T12:12:59+10:00,aus:vic:vic-02-WER:;aus:vic:vic-02-WER-R:,,First service on Thursday 14 August until 8.30pm Friday 15 August.,The first service will run from Thursday 14 August to 8.30pm on Friday 15 August.
2025-08-14T12:12:59+10:00,aus:vic:vic-02-SUY:;aus:vic:vic-02-SUY-R:,,Disruption from 10pm on Friday 15 August to 4am on Saturday 16 August.,There will be disruption from 10pm on Friday 15 August until 4am on Saturday 16 August.
2025-08-14T12:12:59+10:00,aus:vic:vic-02-UFD-R:;aus:vic:vic-02-UFD:,,Disruption expected from 1am to 4am on Saturday 16 August.,There will be disruption from 1am to 4am on Saturday 16 August.
2025-08-14T12:12:59+10:00,aus:vic:vic-02-CGB:;aus:vic:vic-02-CGB-R:,,Disruption expected from 1am to 4am on Saturday 16 August.,There will be disruption from 1am to 4am on Saturday 16 August.
2025-08-14T12:12:59+10:00,aus:vic:vic-02-WIL:;aus:vic:vic-02-WER:;aus:vic:vic-02-WIL-R:;aus:vic:vic-02-WER-R:,,Disruption from 8.30pm on Friday 15 August to 5am on Saturday 16 August.,There will be disruption from 8.30pm on Friday 15 August until 5am on Saturday 16 August.
2025-08-14T12:12:59+10:00,aus:vic:vic-02-BEG:;aus:vic:vic-02-BEG-R:,,Disruption from 10.30pm on 15 August to 5am on 16 August.,There will be disruption from 10.30pm on Friday 15 August until 5am on Saturday 16 August.
2025-08-14T12:12:59+10:00,aus:vic:vic-02-FKN-R:;aus:vic:vic-02-FKN:,,Level 6 of the car park is closed from 10pm on 3 August to 5pm on 16 August for works.,Level 6 of the car park will be closed from 10pm on 3 August until 5pm on 16 August for repairs.
2025-08-14T12:12:59+10:00,aus:vic:vic-02-CGB:;aus:vic:vic-02-CGB-R:;aus:vic:vic-02-UFD-R:;aus:vic:vic-02-UFD:,,More trains will run from 4.30am Saturday to 12.30am Sunday compared to usual weekend services.,More trains will be available from 4.30am on Saturday to 12.30am on Sunday than normal.
2025-08-14T12:12:59+10:00,aus:vic:vic-02-PKM-R:;aus:vic:vic-02-CBE-R:;aus:vic:vic-02-CBE:;aus:vic:vic-02-PKM:;aus:vic:vic-02-SUY:;aus:vic:vic-02-SUY-R:,,"From 16 to 17 August, Metro Tunnel works will change train journeys. Trains will end at Caulfield or Footscray. Allow extra time.","From 16 to 17 August, trains will only go to Caulfield or Footscray. Change trains to reach the City. Allow extra time for your journey."
2025-08-14T12:12:59+10:00,aus:vic:vic-02-WER:;aus:vic:vic-02-WER-R:,,Service disrupted from 5am Saturday 16 August to last service Sunday 17 August.,No service from 5am on Saturday 16 August until the last service on Sunday 17 August.
2025-08-14T12:12:59+10:00,aus:vic:vic-02-WER:;aus:vic:vic-02-WER-R:,,Southern car park closed for project works from 2am 7 August to 3pm 18 August. Follow signage for safety.,The southern car park will be closed from 2am on 7 August to 3pm on 18 August. Follow signs for safety.
2025-08-14T12:12:59+10:00,aus:vic:vic-02-WER:;aus:vic:vic-02-WER-R:,,Northern car park spaces closed from 3 to 23 August for bus operations and project works.,"From 3 to 23 August, up to 144 car park spaces are closed for bus operations. Up to 40 spaces are closed for project works. Follow signs."
2025-08-14T12:12:59+10:00,aus:vic:vic-02-SUY:;aus:vic:vic-02-SUY-R:,,"From 27 May to mid-September, 50 parking spaces will be closed for construction. Alternative parking is available nearby.","From 27 May to mid-September, 50 parking spaces will be closed for construction. You can park at Watergardens Circuit Road or Keilor Plains Station."
2025-08-14T12:12:59+10:00,aus:vic:vic-02-SUY:;aus:vic:vic-02-SUY-R:,,Car park closures and bus replacements from 20 July to mid-October due to upgrade works.,"From 20 July to mid-October, car park spaces are closed and buses are replacing trains due to upgrade works. Follow signs for safety."
2025-08-14T12:12:59+10:00,aus:vic:vic-02-LIL-R:;aus:vic:vic-02-BEG:;aus:vic:vic-02-LIL:;aus:vic:vic-02-BEG-R:,,Car spaces closed due to project works until late 2025. Additional spaces available on Bedford Avenue.,"From 6am on Monday 7 April until late 2025, some car spaces are closed for project works. More spaces are on Bedford Avenue."
2025-08-14T12:12:59+10:00,aus:vic:vic-02-SUY:;aus:vic:vic-02-SUY-R:,,Car park closures and shuttle bus service due to project works from April to late 2025. Follow signage for safety.,Car parks will be closed at various times from April to late 2025. A shuttle bus will operate. Follow signs for safety.
2025-08-14T12:12:59+10:00,aus:vic:vic-02-FKN-R:;aus:vic:vic-02-FKN:,,"From 9pm 18 August, underpass closes. Platform 2 closes from 29 August until mid 2026. All trains from Platform 1.",The underpass will close from 9pm on 18 August. Platform 2 will close from 29 August until mid 2026. All trains will use Platform 1.
2025-08-14T12:27:22+10:00,aus:vic:vic-02-HBE:;aus:vic:vic-02-HBE-R:,Hurstbridge,17 car spaces in Beetham Parade car park closed from 27 May to 14 August for project works.,"From 27 May to 14 August, 17 car spaces in Beetham Parade car park are closed for works. Follow signs for safety."
2025-08-14T12:27:22+10:00,aus:vic:vic-02-BEG:;aus:vic:vic-02-BEG-R:,Belgrave,"Service disrupted from 8.30pm to last service, 10-14 August.",There will be service disruptions from 8.30pm until the last service each night from 10 to 14 August.
2025-08-14T12:27:22+10:00,aus:vic:vic-02-WER:;aus:vic:vic-02-WER-R:,Werribee,Buses replace trains on Werribee line from 8:30pm 8 August to 17 August. Extra travel time needed.,Buses are replacing trains on the Werribee line from 8:30pm on 8 August until 17 August. Allow extra time for travel.
2025-08-14T12:27:22+10:00,aus:vic:vic-02-WER:;aus:vic:vic-02-WER-R:,Werribee,First service on Thursday 14 August until 8.30pm Friday 15 August.,The first service will run from Thursday 14 August to 8.30pm on Friday 15 August.
2025-08-14T12:27:22+10:00,aus:vic:vic-02-SUY:;aus:vic:vic-02-SUY-R:,Sunbury,Disruption from 10pm on Friday 15 August to 4am on Saturday 16 August.,There will be disruption from 10pm on Friday 15 August until 4am on Saturday 16 August.
2025-08-14T12:27:22+10:00,aus:vic:vic-02-UFD-R:;aus:vic:vic-02-UFD:,Upfield,Disruption from 1am to 4am on Saturday 16 August.,There will be disruption from 1am to 4am on Saturday 16 August.
2025-08-14T12:27:22+10:00,aus:vic:vic-02-CGB:;aus:vic:vic-02-CGB-R:,Craigieburn,Disruption from 1am to 4am on Saturday 16 August.,There will be disruption from 1am to 4am on Saturday 16 August.
2025-08-14T12:27:22+10:00,aus:vic:vic-02-PKM:;aus:vic:vic-02-CBE-R:;aus:vic:vic-02-CBE:;aus:vic:vic-02-PKM-R:,Cranbourne,Disruption expected from 1am to 4am on Saturday 16 August.,There will be disruption from 1am to 4am on Saturday 16 August.
2025-08-14T12:27:22+10:00,aus:vic:vic-02-WIL:;aus:vic:vic-02-WER:;aus:vic:vic-02-WIL-R:;aus:vic:vic-02-WER-R:,Werribee,Disruption from 8.30pm on Friday 15 August to 5am on Saturday 16 August.,There will be disruption from 8.30pm on Friday 15 August until 5am on Saturday 16 August.
2025-08-14T12:27:22+10:00,aus:vic:vic-02-BEG:;aus:vic:vic-02-BEG-R:,Belgrave,Disruption from 10.30pm on 15 August to 5am on 16 August.,There will be disruption from 10.30pm on Friday 15 August until 5am on Saturday 16 August.
2025-08-14T12:27:22+10:00,aus:vic:vic-02-WER:;aus:vic:vic-02-WER-R:,Werribee,Service disruption from 5am Saturday 16 August to last service Sunday 17 August.,There will be service disruption from 5am on Saturday 16 August until the last service on Sunday 17 August.
2025-08-14T12:27:22+10:00,aus:vic:vic-02-WER:;aus:vic:vic-02-WER-R:,Werribee,Southern car park closed for works from 2am 7 August to 3pm 18 August. Follow signage for safety.,The southern car park will be closed from 2am on 7 August to 3pm on 18 August. Follow signs for safety.
2025-08-14T12:27:22+10:00,aus:vic:vic-02-FKN-R:;aus:vic:vic-02-FKN:,Frankston,8 car spaces closed from 28 July to 25 August for project works. Follow signage for safety.,"From 28 July to 25 August, 8 car spaces will be closed for work. Please follow the signs for your safety."
2025-08-14T12:27:22+10:00,aus:vic:vic-02-SUY:;aus:vic:vic-02-SUY-R:,Sunbury,"From 7 July to late August, 90 car spaces in the south-east car park on Watergardens Circuit Road are closed for upgrades.","From 7 July to late August, 90 parking spaces in the south-east car park on Watergardens Circuit Road are closed for upgrades."
2025-08-14T12:27:22+10:00,aus:vic:vic-02-PKM:;aus:vic:vic-02-CBE-R:;aus:vic:vic-02-CBE:;aus:vic:vic-02-PKM-R:,Cranbourne,"From 15 July to 20 November, half of the northern car park will be closed for construction of new staff facilities.","From 15 July to 20 November, half of the northern car park will be closed for building new staff facilities. Follow signs for safety."
2025-08-14T12:27:22+10:00,aus:vic:vic-02-SUY:;aus:vic:vic-02-SUY-R:,Sunbury,Car park closures and shuttle bus service from 14 April to late 2025 due to project works. Follow signage for safety.,"Car parks will close at times from 14 April to late 2025 for project works. A shuttle bus will run, but no bikes or animals allowed."
2025-08-14T12:27:22+10:00,aus:vic:vic-02-SUY:;aus:vic:vic-02-SUY-R:,Sunbury,Reduced parking at Albion station until 2025 due to Melbourne Airport Rail works. Consider walking or cycling.,Parking at Albion station is reduced until 2025 because of construction. Think about walking or cycling to the station.
2025-08-14T12:27:22+10:00,aus:vic:vic-02-FKN-R:;aus:vic:vic-02-FKN:,Frankston,"From 9pm 18 August, underpass closes. Platform 2 closes from 29 August until mid 2026. All trains from Platform 1.",The underpass will close from 9pm on 18 August. Platform 2 will close from 29 August until mid 2026. All trains will use Platform 1.
2025-08-14T12:27:22+10:00,aus:vic:vic-02-HBE:;aus:vic:vic-02-HBE-R:,Hurstbridge,Watsonia Station car park closes 4 April. 500+ spaces at Frensham Reserve. No changes to access or bus services.,"From 4 April, Watsonia Station car park will close. More than 500 parking spaces are at Frensham Reserve. Access and bus services remain the same."
2025-08-14T12:27:11+10:00,,,"Buses replace trams from Stop 53 Keilor Rd to Airport West, 18-20 Aug, 9pm to last service.","From 18 to 20 August, buses will replace trams from Stop 53 Keilor Rd to Airport West, from 9pm until the last service."
2025-08-14T12:27:11+10:00,,,Stop 11 Collins St is closed until mid September 2025. Use Stop 13 Flinders Street Station for trams.,Stop 11 Collins St is closed until mid September 2025. Use Stop 13 Flinders Street Station for trams.
2025-08-14T12:27:11+10:00,,,Disruption affecting Elizabeth Street trams. Update will follow soon.,Elizabeth Street trams are disrupted. More details will be provided soon.
2025-08-14T12:27:11+10:00,,,Elizabeth Street trams have resumed. Delays may occur as the timetable is restored.,Trams on Elizabeth Street are back running. There may be delays while the timetable is fixed.
2025-08-14T12:27:19+10:00,aus:vic:vic-02-HBE:;aus:vic:vic-02-HBE-R:,,17 car spaces in Beetham Parade car park closed from 27 May to 14 August for project works.,"From 27 May to 14 August, 17 parking spaces in Beetham Parade car park are closed for work. Follow signs for safety."
2025-08-14T12:27:19+10:00,aus:vic:vic-02-BEG:;aus:vic:vic-02-BEG-R:,,"Service disrupted from 8.30pm to last service, 10-14 August.","From 10 to 14 August, services will be disrupted each night from 8.30pm until the last service."
2025-08-14T12:27:19+10:00,aus:vic:vic-02-WER:;aus:vic:vic-02-WER-R:,,Buses replace trains on the Werribee line from 8:30pm 8 August to 17 August. Extra travel time needed.,Buses are replacing trains on the Werribee line from 8:30pm on 8 August until 17 August. Allow extra time for travel.
2025-08-14T12:27:19+10:00,aus:vic:vic-02-WIL:;aus:vic:vic-02-WER:;aus:vic:vic-02-WIL-R:;aus:vic:vic-02-WER-R:,,12 car spaces at Newport Station closed from 7pm 10 August to 4am 15 August for maintenance.,"From 7pm on 10 August to 4am on 15 August, 12 car spaces at Newport Station will be closed for maintenance."
2025-08-14T12:27:19+10:00,aus:vic:vic-02-WER:;aus:vic:vic-02-WER-R:,,First service on Thursday 14 August until 8.30pm Friday 15 August.,The first service is on Thursday 14 August and will run until 8.30pm on Friday 15 August.
2025-08-14T12:27:19+10:00,aus:vic:vic-02-SUY:;aus:vic:vic-02-SUY-R:,,Disruption from 10pm on 15 August to 4am on 16 August.,There will be disruption from 10pm on Friday 15 August until 4am on Saturday 16 August.
2025-08-14T12:27:19+10:00,aus:vic:vic-02-CGB:;aus:vic:vic-02-CGB-R:,,Disruption expected from 1am to 4am on Saturday 16 August.,There will be disruption from 1am to 4am on Saturday 16 August.
2025-08-14T12:27:19+10:00,aus:vic:vic-02-FKN-R:;aus:vic:vic-02-FKN:,,Level 6 of the car park is closed from 10pm on 3 August to 5pm on 16 August for works.,Level 6 of the car park will be closed from 10pm on 3 August until 5pm on 16 August for repairs.
2025-08-14T12:27:19+10:00,aus:vic:vic-02-CGB:;aus:vic:vic-02-CGB-R:;aus:vic:vic-02-UFD-R:;aus:vic:vic-02-UFD:,,More trains will run from 4.30am Saturday to 12.30am Sunday compared to usual weekend services.,More trains will operate from 4.30am Saturday to 12.30am Sunday than on a normal weekend.
2025-08-14T12:27:19+10:00,aus:vic:vic-02-WER:;aus:vic:vic-02-WER-R:,,Service disrupted from 5am Saturday 16 August to last service Sunday 17 August.,No service from 5am on Saturday 16 August until the last service on Sunday 17 August.
2025-08-14T12:27:19+10:00,aus:vic:vic-02-WER:;aus:vic:vic-02-WER-R:,,Southern car park closed for project works from 2am 7 August to 3pm 18 August. Follow signage for safety.,The southern car park will be closed from 2am on 7 August to 3pm on 18 August. Follow signs for safety.
2025-08-14T12:27:19+10:00,aus:vic:vic-02-WER:;aus:vic:vic-02-WER-R:,,Car park closures from 3 to 23 August for bus operations and project works. Follow signage for safety.,"From 3 to 23 August, parts of the northern car park are closed for bus operations and project works. Follow signs for safety."
2025-08-14T12:27:19+10:00,aus:vic:vic-02-FKN-R:;aus:vic:vic-02-FKN:,,Car spaces closed from 28 July to 25 August for project works. Follow signage for safety.,"From 28 July to 25 August, 8 car spaces are closed for work. Please follow signs for safety."
2025-08-14T12:27:19+10:00,aus:vic:vic-02-SUY:;aus:vic:vic-02-SUY-R:,,"From 7 July to late August, 90 car spaces in the south-east car park on Watergardens Circuit Road are closed for upgrades.","From 7 July to late August, 90 parking spaces in the south-east car park on Watergardens Circuit Road are closed for upgrades."
2025-08-14T12:27:19+10:00,aus:vic:vic-02-SUY:;aus:vic:vic-02-SUY-R:,,"Car parks and Parkiteer closed intermittently for project works. Shuttle bus available, no bicycles or animals allowed.","Car parks will be closed at times for project works. A shuttle bus will run, but no bicycles or animals are allowed."
2025-08-14T12:27:19+10:00,aus:vic:vic-02-SUY:;aus:vic:vic-02-SUY-R:,,Reduced parking at Albion station until 2025 due to Melbourne Airport Rail works. Consider walking or cycling.,Parking at Albion station is reduced until 2025. 57 spaces at Ballarat Road car park are closed until February 2025. Sydney Street car park is closed until February 2025. Consider walking or cycling to the station.
2025-08-14T12:27:19+10:00,aus:vic:vic-02-FKN-R:;aus:vic:vic-02-FKN:,,"From 9pm 18 August, underpass closes. Access Platform 1 via detour. Platform 2 closes from 29 August until mid-2026. Train services altered.",The underpass will close from 9pm on 18 August. Use a detour to reach Platform 1. Platform 2 will close from 29 August until mid-2026. Train times will change.
2025-08-14T12:27:19+10:00,aus:vic:vic-02-HBE:;aus:vic:vic-02-HBE-R:,,Watsonia Station car park closes 4 April. 500+ spaces at Frensham Reserve. No changes to access or bus services.,Watsonia Station car park closes on 4 April. More than 500 parking spaces are available at Frensham Reserve. Access and bus services remain the same.
